model_name,arch,init,protocol,init_mode,epoch_variant,dependency_model_name,threat_norm,threat_eps,priority,notes,resume_offset_assumed,model,model.experiment_name,model.experiment_num,model.v1_noise_mode,model.compile_model,output_dir,training.epochs,training.batch_size,attacks.advtrain,attacks.attack_criterion,attacks.attack_norm,attacks.attack_domain,attacks.attack_eps,attacks.attack_it,attacks.v1_attack_eps,attacks.gradnorm,attacks.gradnorm_penalty_norm,dataset.dvd.enabled,dataset.dvd.variant,continuation.enabled,continuation.use_ema,checkpointing.save_best_adv,epsilon_schedule.enabled,epsilon_schedule.type,epsilon_schedule.source_epsilon,epsilon_schedule.target_epsilon,epsilon_schedule.warmup_epochs,epsilon_schedule.ramp_start_epoch,epsilon_schedule.ramp_end_epoch,epsilon_schedule.fixed_start_epoch,lr_scheduler.lrb
convnext_base_l1trades_4_init2,convnext_base,2,trades,scratch,,,l1,4,230,trades l1 eps4 scratch,,convnext_base,convnext_base_l1trades_4_init2,2,,,results/models,150,256,True,trades,l1,,4,,,,,,,,,true,,,,,,,,,
convnext_base_l1trades_cont4to6_init2,convnext_base,2,trades,continuation,,convnext_base_l1trades_4_init2,l1,6,10231,cont 4->6 from convnext_base_l1trades_4_init2 (continuation),,convnext_base,convnext_base_l1trades_cont4to6_init2,2,,,results/models,40,256,True,trades,l1,,6,5,,,,,,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_l1trades_cont4to8_init2,convnext_base,2,trades,continuation,,convnext_base_l1trades_4_init2,l1,8,10232,cont 4->8 from convnext_base_l1trades_4_init2 (continuation),,convnext_base,convnext_base_l1trades_cont4to8_init2,2,,,results/models,40,256,True,trades,l1,,8,5,,,,,,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_l1trades_cont8to12_init2,convnext_base,2,trades,continuation,,convnext_base_l1trades_cont4to8_init2,l1,12,10233,cont 8->12 from convnext_base_l1trades_cont4to8_init2 (continuation),,convnext_base,convnext_base_l1trades_cont8to12_init2,2,,,results/models,50,256,True,trades,l1,,12,5,,,,,,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_l2trades_1_init2,convnext_base,2,trades,scratch,,,l2,1,234,trades l2 eps1 scratch,,convnext_base,convnext_base_l2trades_1_init2,2,,,results/models,150,256,True,trades,l2,,1,,,,,,,,,true,,,,,,,,,
convnext_base_l2trades_2_init2,convnext_base,2,trades,scratch,,,l2,2,235,trades l2 eps2 scratch,,convnext_base,convnext_base_l2trades_2_init2,2,,,results/models,150,256,True,trades,l2,,2,,,,,,,,,true,,,,,,,,,
convnext_base_l2trades_4_init2,convnext_base,2,trades,scratch,,,l2,4,236,trades l2 eps4 scratch,,convnext_base,convnext_base_l2trades_4_init2,2,,,results/models,150,256,True,trades,l2,,4,,,,,,,,,true,,,,,,,,,
convnext_base_l2trades_cont4to6_init2,convnext_base,2,trades,continuation,,convnext_base_l2trades_4_init2,l2,6,10237,cont 4->6 from convnext_base_l2trades_4_init2 (continuation),,convnext_base,convnext_base_l2trades_cont4to6_init2,2,,,results/models,40,256,True,trades,l2,,6,5,,,,,,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_l2trades_cont4to8_init2,convnext_base,2,trades,continuation,,convnext_base_l2trades_4_init2,l2,8,10238,cont 4->8 from convnext_base_l2trades_4_init2 (continuation),,convnext_base,convnext_base_l2trades_cont4to8_init2,2,,,results/models,40,256,True,trades,l2,,8,7,,,,,,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_l2trades_cont8to12_init2,convnext_base,2,trades,continuation,,convnext_base_l2trades_cont4to8_init2,l2,12,10239,cont 8->12 from convnext_base_l2trades_cont4to8_init2 (continuation),,convnext_base,convnext_base_l2trades_cont8to12_init2,2,,,results/models,50,256,True,trades,l2,,12,5,,,,,,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_linftrades_1_init2,convnext_base,2,trades,scratch,,,linf,1,240,trades linf eps1 scratch,,convnext_base,convnext_base_linftrades_1_init2,2,,,results/models,150,256,True,trades,linf,,1,,,,,,,,,true,,,,,,,,,
convnext_base_linftrades_2_init2,convnext_base,2,trades,scratch,,,linf,2,241,trades linf eps2 scratch,,convnext_base,convnext_base_linftrades_2_init2,2,,,results/models,150,256,True,trades,linf,,2,,,,,,,,,true,,,,,,,,,
convnext_base_linftrades_4_init2,convnext_base,2,trades,scratch,,,linf,4,242,trades linf eps4 scratch,,convnext_base,convnext_base_linftrades_4_init2,2,,,results/models,150,256,True,trades,linf,,4,,,,,,,,,true,,,,,,,,,
convnext_base_linftrades_cont4to6_init2,convnext_base,2,trades,continuation,,convnext_base_linftrades_4_init2,linf,6,10243,cont 4->6 from convnext_base_linftrades_4_init2 (continuation),,convnext_base,convnext_base_linftrades_cont4to6_init2,2,,,results/models,40,256,True,trades,linf,,6,5,,,,,,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_linftrades_cont4to8_init2,convnext_base,2,trades,continuation,,convnext_base_linftrades_4_init2,linf,8,10244,cont 4->8 from convnext_base_linftrades_4_init2 (continuation),,convnext_base,convnext_base_linftrades_cont4to8_init2,2,,,results/models,40,256,True,trades,linf,,8,5,,,,,,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_linftrades_cont8to12_init2,convnext_base,2,trades,continuation,,convnext_base_linftrades_cont4to8_init2,linf,12,10245,cont 8->12 from convnext_base_linftrades_cont4to8_init2 (continuation),,convnext_base,convnext_base_linftrades_cont8to12_init2,2,,,results/models,50,256,True,trades,linf,,12,5,,,,,,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_l1_1_init2,convnext_base,2,madry,scratch,,,l1,1,246,madry+dvd_b l1 eps1 scratch,,convnext_base,convnext_base_dvd_b_l1_1_init2,2,,True,results/models,200,512,True,madry,l1,,1,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l1_2_init2,convnext_base,2,madry,scratch,,,l1,2,247,madry+dvd_b l1 eps2 scratch,,convnext_base,convnext_base_dvd_b_l1_2_init2,2,,True,results/models,200,512,True,madry,l1,,2,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l1_4_init2,convnext_base,2,madry,scratch,,,l1,4,248,madry+dvd_b l1 eps4 scratch,,convnext_base,convnext_base_dvd_b_l1_4_init2,2,,True,results/models,200,512,True,madry,l1,,4,5,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l1_cont4to6_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_l1_4_init2,l1,6,10249,cont 4->6 from convnext_base_dvd_b_l1_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l1_cont4to6_init2_resetepoch,2,,True,results/models,40,512,True,madry,l1,,6,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_dvd_b_l1_cont4to8_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_l1_4_init2,l1,8,10250,cont 4->8 from convnext_base_dvd_b_l1_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l1_cont4to8_init2_resetepoch,2,,True,results/models,40,512,True,madry,l1,,8,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_dvd_b_l1_cont8to12_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_l1_cont4to8_init2_resetepoch,l1,12,10251,cont 8->12 from convnext_base_dvd_b_l1_cont4to8_init2_resetepoch (continuation),,convnext_base,convnext_base_dvd_b_l1_cont8to12_init2_resetepoch,2,,True,results/models,50,512,True,madry,l1,,12,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_l1_cont4to6_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_l1_4_init2,l1,6,10252,cont 4->6 from convnext_base_dvd_b_l1_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l1_cont4to6_init2_contepoch,2,,True,results/models,240,512,True,madry,l1,,6,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,6,204,205,230,231,1e-4
convnext_base_dvd_b_l1_cont4to8_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_l1_4_init2,l1,8,10253,cont 4->8 from convnext_base_dvd_b_l1_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l1_cont4to8_init2_contepoch,2,,True,results/models,240,512,True,madry,l1,,8,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,8,204,205,230,231,1e-4
convnext_base_dvd_b_l1_cont8to12_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_l1_cont4to8_init2_contepoch,l1,12,10254,cont 8->12 from convnext_base_dvd_b_l1_cont4to8_init2_contepoch (resume),240,convnext_base,convnext_base_dvd_b_l1_cont8to12_init2_contepoch,2,,True,results/models,290,512,True,madry,l1,,12,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,8,12,244,245,275,276,1e-4
convnext_base_dvd_b_l2_1_init2,convnext_base,2,madry,scratch,,,l2,1,255,madry+dvd_b l2 eps1 scratch,,convnext_base,convnext_base_dvd_b_l2_1_init2,2,,True,results/models,200,512,True,madry,l2,,1,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l2_2_init2,convnext_base,2,madry,scratch,,,l2,2,256,madry+dvd_b l2 eps2 scratch,,convnext_base,convnext_base_dvd_b_l2_2_init2,2,,True,results/models,200,512,True,madry,l2,,2,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l2_4_init2,convnext_base,2,madry,scratch,,,l2,4,257,madry+dvd_b l2 eps4 scratch,,convnext_base,convnext_base_dvd_b_l2_4_init2,2,,True,results/models,200,512,True,madry,l2,,4,5,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l2_cont4to6_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_l2_4_init2,l2,6,10258,cont 4->6 from convnext_base_dvd_b_l2_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l2_cont4to6_init2_resetepoch,2,,True,results/models,40,512,True,madry,l2,,6,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_dvd_b_l2_cont4to8_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_l2_4_init2,l2,8,10259,cont 4->8 from convnext_base_dvd_b_l2_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l2_cont4to8_init2_resetepoch,2,,True,results/models,40,512,True,madry,l2,,8,7,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_dvd_b_l2_cont8to12_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_l2_cont4to8_init2_resetepoch,l2,12,10260,cont 8->12 from convnext_base_dvd_b_l2_cont4to8_init2_resetepoch (continuation),,convnext_base,convnext_base_dvd_b_l2_cont8to12_init2_resetepoch,2,,True,results/models,50,512,True,madry,l2,,12,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_l2_cont4to6_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_l2_4_init2,l2,6,10261,cont 4->6 from convnext_base_dvd_b_l2_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l2_cont4to6_init2_contepoch,2,,True,results/models,240,512,True,madry,l2,,6,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,6,204,205,230,231,1e-4
convnext_base_dvd_b_l2_cont4to8_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_l2_4_init2,l2,8,10262,cont 4->8 from convnext_base_dvd_b_l2_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l2_cont4to8_init2_contepoch,2,,True,results/models,240,512,True,madry,l2,,8,7,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,8,204,205,230,231,1e-4
convnext_base_dvd_b_l2_cont8to12_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_l2_cont4to8_init2_contepoch,l2,12,10263,cont 8->12 from convnext_base_dvd_b_l2_cont4to8_init2_contepoch (resume),240,convnext_base,convnext_base_dvd_b_l2_cont8to12_init2_contepoch,2,,True,results/models,290,512,True,madry,l2,,12,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,8,12,244,245,275,276,1e-4
convnext_base_dvd_b_linf_1_init2,convnext_base,2,madry,scratch,,,linf,1,264,madry+dvd_b linf eps1 scratch,,convnext_base,convnext_base_dvd_b_linf_1_init2,2,,True,results/models,200,512,True,madry,linf,,1,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_linf_2_init2,convnext_base,2,madry,scratch,,,linf,2,265,madry+dvd_b linf eps2 scratch,,convnext_base,convnext_base_dvd_b_linf_2_init2,2,,True,results/models,200,512,True,madry,linf,,2,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_linf_4_init2,convnext_base,2,madry,scratch,,,linf,4,266,madry+dvd_b linf eps4 scratch,,convnext_base,convnext_base_dvd_b_linf_4_init2,2,,True,results/models,200,512,True,madry,linf,,4,5,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_linf_cont4to6_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_linf_4_init2,linf,6,10267,cont 4->6 from convnext_base_dvd_b_linf_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_linf_cont4to6_init2_resetepoch,2,,True,results/models,40,512,True,madry,linf,,6,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_dvd_b_linf_cont4to8_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_linf_4_init2,linf,8,10268,cont 4->8 from convnext_base_dvd_b_linf_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_linf_cont4to8_init2_resetepoch,2,,True,results/models,40,512,True,madry,linf,,8,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_dvd_b_linf_cont8to12_init2_resetepoch,convnext_base,2,madry,continuation,resetepoch,convnext_base_dvd_b_linf_cont4to8_init2_resetepoch,linf,12,10269,cont 8->12 from convnext_base_dvd_b_linf_cont4to8_init2_resetepoch (continuation),,convnext_base,convnext_base_dvd_b_linf_cont8to12_init2_resetepoch,2,,True,results/models,50,512,True,madry,linf,,12,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_linf_cont4to6_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_linf_4_init2,linf,6,10270,cont 4->6 from convnext_base_dvd_b_linf_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_linf_cont4to6_init2_contepoch,2,,True,results/models,240,512,True,madry,linf,,6,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,6,204,205,230,231,1e-4
convnext_base_dvd_b_linf_cont4to8_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_linf_4_init2,linf,8,10271,cont 4->8 from convnext_base_dvd_b_linf_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_linf_cont4to8_init2_contepoch,2,,True,results/models,240,512,True,madry,linf,,8,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,8,204,205,230,231,1e-4
convnext_base_dvd_b_linf_cont8to12_init2_contepoch,convnext_base,2,madry,resume,contepoch,convnext_base_dvd_b_linf_cont4to8_init2_contepoch,linf,12,10272,cont 8->12 from convnext_base_dvd_b_linf_cont4to8_init2_contepoch (resume),240,convnext_base,convnext_base_dvd_b_linf_cont8to12_init2_contepoch,2,,True,results/models,290,512,True,madry,linf,,12,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,8,12,244,245,275,276,1e-4
convnext_base_dvd_b_l1trades_1_init2,convnext_base,2,trades,scratch,,,l1,1,273,trades+dvd_b l1 eps1 scratch,,convnext_base,convnext_base_dvd_b_l1trades_1_init2,2,,,results/models,200,256,True,trades,l1,,1,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l1trades_2_init2,convnext_base,2,trades,scratch,,,l1,2,274,trades+dvd_b l1 eps2 scratch,,convnext_base,convnext_base_dvd_b_l1trades_2_init2,2,,,results/models,200,256,True,trades,l1,,2,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l1trades_4_init2,convnext_base,2,trades,scratch,,,l1,4,275,trades+dvd_b l1 eps4 scratch,,convnext_base,convnext_base_dvd_b_l1trades_4_init2,2,,,results/models,200,256,True,trades,l1,,4,5,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l1trades_cont4to6_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_l1trades_4_init2,l1,6,10276,cont 4->6 from convnext_base_dvd_b_l1trades_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l1trades_cont4to6_init2_resetepoch,2,,,results/models,40,256,True,trades,l1,,6,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_dvd_b_l1trades_cont4to8_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_l1trades_4_init2,l1,8,10277,cont 4->8 from convnext_base_dvd_b_l1trades_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l1trades_cont4to8_init2_resetepoch,2,,,results/models,40,256,True,trades,l1,,8,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_dvd_b_l1trades_cont8to12_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_l1trades_cont4to8_init2_resetepoch,l1,12,10278,cont 8->12 from convnext_base_dvd_b_l1trades_cont4to8_init2_resetepoch (continuation),,convnext_base,convnext_base_dvd_b_l1trades_cont8to12_init2_resetepoch,2,,,results/models,50,256,True,trades,l1,,12,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_l1trades_cont4to6_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_l1trades_4_init2,l1,6,10279,cont 4->6 from convnext_base_dvd_b_l1trades_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l1trades_cont4to6_init2_contepoch,2,,,results/models,240,256,True,trades,l1,,6,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,6,204,205,230,231,1e-4
convnext_base_dvd_b_l1trades_cont4to8_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_l1trades_4_init2,l1,8,10280,cont 4->8 from convnext_base_dvd_b_l1trades_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l1trades_cont4to8_init2_contepoch,2,,,results/models,240,256,True,trades,l1,,8,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,8,204,205,230,231,1e-4
convnext_base_dvd_b_l1trades_cont8to12_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_l1trades_cont4to8_init2_contepoch,l1,12,10281,cont 8->12 from convnext_base_dvd_b_l1trades_cont4to8_init2_contepoch (resume),240,convnext_base,convnext_base_dvd_b_l1trades_cont8to12_init2_contepoch,2,,,results/models,290,256,True,trades,l1,,12,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,8,12,244,245,275,276,1e-4
convnext_base_dvd_b_l2trades_1_init2,convnext_base,2,trades,scratch,,,l2,1,282,trades+dvd_b l2 eps1 scratch,,convnext_base,convnext_base_dvd_b_l2trades_1_init2,2,,,results/models,200,256,True,trades,l2,,1,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l2trades_2_init2,convnext_base,2,trades,scratch,,,l2,2,283,trades+dvd_b l2 eps2 scratch,,convnext_base,convnext_base_dvd_b_l2trades_2_init2,2,,,results/models,200,256,True,trades,l2,,2,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l2trades_4_init2,convnext_base,2,trades,scratch,,,l2,4,284,trades+dvd_b l2 eps4 scratch,,convnext_base,convnext_base_dvd_b_l2trades_4_init2,2,,,results/models,200,256,True,trades,l2,,4,5,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_l2trades_cont4to6_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_l2trades_4_init2,l2,6,10285,cont 4->6 from convnext_base_dvd_b_l2trades_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l2trades_cont4to6_init2_resetepoch,2,,,results/models,40,256,True,trades,l2,,6,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_dvd_b_l2trades_cont4to8_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_l2trades_4_init2,l2,8,10286,cont 4->8 from convnext_base_dvd_b_l2trades_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_l2trades_cont4to8_init2_resetepoch,2,,,results/models,40,256,True,trades,l2,,8,7,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_dvd_b_l2trades_cont8to12_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_l2trades_cont4to8_init2_resetepoch,l2,12,10287,cont 8->12 from convnext_base_dvd_b_l2trades_cont4to8_init2_resetepoch (continuation),,convnext_base,convnext_base_dvd_b_l2trades_cont8to12_init2_resetepoch,2,,,results/models,50,256,True,trades,l2,,12,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_l2trades_cont4to6_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_l2trades_4_init2,l2,6,10288,cont 4->6 from convnext_base_dvd_b_l2trades_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l2trades_cont4to6_init2_contepoch,2,,,results/models,240,256,True,trades,l2,,6,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,6,204,205,230,231,1e-4
convnext_base_dvd_b_l2trades_cont4to8_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_l2trades_4_init2,l2,8,10289,cont 4->8 from convnext_base_dvd_b_l2trades_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_l2trades_cont4to8_init2_contepoch,2,,,results/models,240,256,True,trades,l2,,8,7,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,8,204,205,230,231,1e-4
convnext_base_dvd_b_l2trades_cont8to12_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_l2trades_cont4to8_init2_contepoch,l2,12,10290,cont 8->12 from convnext_base_dvd_b_l2trades_cont4to8_init2_contepoch (resume),240,convnext_base,convnext_base_dvd_b_l2trades_cont8to12_init2_contepoch,2,,,results/models,290,256,True,trades,l2,,12,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,8,12,244,245,275,276,1e-4
convnext_base_dvd_b_linftrades_1_init2,convnext_base,2,trades,scratch,,,linf,1,291,trades+dvd_b linf eps1 scratch,,convnext_base,convnext_base_dvd_b_linftrades_1_init2,2,,,results/models,200,256,True,trades,linf,,1,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_linftrades_2_init2,convnext_base,2,trades,scratch,,,linf,2,292,trades+dvd_b linf eps2 scratch,,convnext_base,convnext_base_dvd_b_linftrades_2_init2,2,,,results/models,200,256,True,trades,linf,,2,,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_linftrades_4_init2,convnext_base,2,trades,scratch,,,linf,4,293,trades+dvd_b linf eps4 scratch,,convnext_base,convnext_base_dvd_b_linftrades_4_init2,2,,,results/models,200,256,True,trades,linf,,4,5,,,,true,dvd-b,,,true,,,,,,,,,1e-4
convnext_base_dvd_b_linftrades_cont4to6_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_linftrades_4_init2,linf,6,10294,cont 4->6 from convnext_base_dvd_b_linftrades_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_linftrades_cont4to6_init2_resetepoch,2,,,results/models,40,256,True,trades,linf,,6,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,6,4,5,30,31,1e-4
convnext_base_dvd_b_linftrades_cont4to8_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_linftrades_4_init2,linf,8,10295,cont 4->8 from convnext_base_dvd_b_linftrades_4_init2 (continuation),,convnext_base,convnext_base_dvd_b_linftrades_cont4to8_init2_resetepoch,2,,,results/models,40,256,True,trades,linf,,8,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,4,8,4,5,30,31,1e-4
convnext_base_dvd_b_linftrades_cont8to12_init2_resetepoch,convnext_base,2,trades,continuation,resetepoch,convnext_base_dvd_b_linftrades_cont4to8_init2_resetepoch,linf,12,10296,cont 8->12 from convnext_base_dvd_b_linftrades_cont4to8_init2_resetepoch (continuation),,convnext_base,convnext_base_dvd_b_linftrades_cont8to12_init2_resetepoch,2,,,results/models,50,256,True,trades,linf,,12,5,,,,true,dvd-b,true,true,true,true,warmup_ramp_fixed,8,12,4,5,35,36,1e-4
convnext_base_dvd_b_linftrades_cont4to6_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_linftrades_4_init2,linf,6,10297,cont 4->6 from convnext_base_dvd_b_linftrades_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_linftrades_cont4to6_init2_contepoch,2,,,results/models,240,256,True,trades,linf,,6,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,6,204,205,230,231,1e-4
convnext_base_dvd_b_linftrades_cont4to8_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_linftrades_4_init2,linf,8,10298,cont 4->8 from convnext_base_dvd_b_linftrades_4_init2 (resume),200,convnext_base,convnext_base_dvd_b_linftrades_cont4to8_init2_contepoch,2,,,results/models,240,256,True,trades,linf,,8,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,4,8,204,205,230,231,1e-4
convnext_base_dvd_b_linftrades_cont8to12_init2_contepoch,convnext_base,2,trades,resume,contepoch,convnext_base_dvd_b_linftrades_cont4to8_init2_contepoch,linf,12,10299,cont 8->12 from convnext_base_dvd_b_linftrades_cont4to8_init2_contepoch (resume),240,convnext_base,convnext_base_dvd_b_linftrades_cont8to12_init2_contepoch,2,,,results/models,290,256,True,trades,linf,,12,5,,,,true,dvd-b,,true,true,true,warmup_ramp_fixed,8,12,244,245,275,276,1e-4
convnext_base_v1_l2_1_init2,convnext_base,2,v1,scratch,,,l2,1,324,v1 l2 eps1 scratch,,convnext_base_v1,convnext_base_v1_l2_1_init2,2,null,,results/models,150,256,True,madry,l2,v1_feature,,,1,,,,,,,true,,,,,,,,,
